CustomerID,Recency,Frequency,Monetary,Cluster
15201,87,5,1038.54,3
15203,26,6,1827.8,1
15204,357,1,102.06,2
15205,85,2,565.64,3
15206,146,2,53.10000000000001,2
15208,1,5,663.82,1
15210,225,1,281.23,2
15211,60,2,894.4100000000001,3
15212,241,1,62.0,2
15213,319,2,328.35,2
15214,2,8,1661.44,1
15215,47,3,624.84,3
15216,88,1,33.0,2
15218,11,9,1809.94,1
15219,176,1,95.35,2
15220,52,6,1687.16,3
15223,226,2,278.75,2
15224,358,2,160.48,2
15225,234,1,409.40000000000003,2
15226,311,1,154.41,2
15227,37,5,1178.84,3
15228,66,4,2208.73,3
15230,241,1,310.8,2
15232,113,2,562.06,3
15234,277,1,197.0,2
15235,218,12,2247.51,3
15236,299,1,231.04999999999998,2
15237,2,4,1412.32,1
15238,29,3,728.39,3
15239,10,2,780.59,0
15240,45,5,1217.95,3
15241,67,8,1480.52,3
15243,74,1,316.68,2
15244,65,2,560.77,3
15245,134,3,1465.54,3
15246,238,2,514.15,2
15247,122,1,45.199999999999996,2
15249,32,13,5974.96,1
15251,91,3,182.88,2
15252,36,2,740.78,3
15253,16,5,877.4,3
15254,127,1,300.36,2
15255,67,1,665.45,3
15256,149,1,98.45,2
15257,283,1,152.14999999999998,2
15258,169,2,623.16,3
15260,100,6,1413.5800000000002,3
15261,135,1,254.82,2
15262,324,1,178.95000000000002,2
15263,107,1,156.51,2
15264,64,1,393.74,2
15265,151,2,1361.25,3
15266,338,1,79.5,2
15270,16,6,598.85,3
15271,7,15,2410.39,1
15272,57,2,682.14,3
15274,4,2,716.57,0
15275,38,1,615.14,0
15276,66,1,128.63,2
15277,47,1,131.7,2
15279,355,1,290.51,2
15280,172,1,113.12,2
15281,59,9,2292.55,1
15287,22,2,253.29000000000002,0
15288,43,5,873.87,3
15289,29,3,749.94,3
15290,5,18,2784.91,1
15291,26,11,1442.04,1
15292,201,1,178.39,2
15296,51,6,3226.02,3
15297,10,3,641.94,0
15298,2,11,2909.12,1
15300,64,1,496.44,2
15301,51,11,3705.9900000000002,1
15303,290,1,574.02,2
15304,61,4,272.3,3
15306,64,3,1072.35,3
15307,96,1,205.3,2
15308,274,1,310.47,2
15311,1,91,13123.14,1
15312,75,4,756.25,3
15314,199,1,327.97,2
15315,64,2,570.5,3
15318,4,1,265.21999999999997,0
15319,284,1,204.5,2
15320,44,1,197.53,0
15321,71,3,1698.8100000000002,3
15322,86,1,639.12,2
15325,104,1,161.74,2
15326,334,1,311.71,2
15327,53,1,208.75,2
15329,39,3,973.2,3
15330,32,2,140.16,0
15332,370,3,233.10000000000002,2
15333,208,1,184.9,2
15334,157,3,350.82,2
15335,54,1,170.22,2
15339,66,2,574.07,3
15342,130,1,406.09000000000003,2
15343,87,1,364.5,2
15344,1,3,512.94,0
15345,46,1,393.54,0
15346,333,1,252.42000000000002,2
15347,366,1,81.60000000000001,2
15348,72,1,158.04,2
15349,158,2,463.91,2
15350,373,1,115.65,2
15351,12,7,1703.15,1
15353,255,2,579.47,2
15355,29,2,229.35000000000002,0
15356,31,10,2718.03,1
15358,5,22,7644.34,1
15360,40,1,192.58,0
15361,362,1,100.2,2
15363,373,1,286.40000000000003,2
15364,96,2,412.07,2
15365,26,7,1915.92,1
15366,75,2,602.51,3
15367,57,4,1573.94,3
15368,21,1,16.5,0
15370,60,6,1487.15,3
15372,137,1,120.96,2
15373,8,12,1558.96,1
15374,129,1,25.200000000000003,2
15376,40,3,1221.56,3
15379,169,7,3153.4900000000002,3
15380,9,4,431.15999999999997,0
15381,268,1,103.50000000000001,2
15382,15,6,4803.65,1
15384,170,2,563.81,3
15385,40,1,158.96,0
15386,186,1,394.14,2
15388,270,1,140.54,2
15392,5,4,1191.3700000000001,1
15393,16,2,191.3,0
15394,10,4,1588.64,1
15395,326,1,107.45,2
15396,113,1,169.18,2
15397,290,1,94.0,2
15398,16,2,1345.53,3
15399,1,3,765.85,0
15400,128,2,50.2,2
15402,149,2,496.21000000000004,2
15405,189,1,42.44,2
15406,31,2,423.21000000000004,0
15407,34,4,742.99,3
15408,264,1,267.18,2
15410,84,8,2065.36,3
15411,26,4,1248.43,3
15412,171,1,88.53,2
15414,10,3,613.14,0
15415,313,1,559.61,2
15416,65,4,3107.02,3
15417,85,1,508.8,2
15419,25,1,135.86,0
15421,59,4,950.36,3
15422,323,2,97.7,2
15423,38,1,43.5,2
15424,254,2,277.86,2
15426,19,5,1232.71,3
15427,33,3,1430.54,3
15428,15,1,93.78,0
15429,27,2,397.35,0
15432,23,1,171.19000000000003,0
15433,214,2,533.3,2
15434,8,5,861.48,1
15435,22,1,149.29,0
15436,12,3,1067.75,3
15437,262,1,200.16,2
15438,131,1,156.57999999999998,2
15440,55,3,341.18,3
15443,2,7,3118.44,1
15444,9,2,1411.21,0
15445,264,1,113.5,2
15447,331,1,155.17000000000002,2
15448,313,1,494.64,2
15449,26,3,974.52,3
15450,30,1,429.84,0
15452,30,3,528.48,3
15453,2,7,1371.77,1
15454,362,1,179.1,2
15456,283,3,434.59,2
15457,262,1,237.07,2
15458,25,1,122.03999999999999,0
15460,354,1,214.26,2
15462,94,3,144.6,2
15463,29,1,126.14,0
15464,338,1,944.8,2
15465,20,17,1018.59,1
15466,85,1,334.53,2
15467,9,3,478.08,0
15468,51,2,467.51,3
15469,50,2,415.45,0
15471,2,1,372.88,0
15472,113,1,371.56,2
15475,77,1,406.31,2
15478,40,2,469.94000000000005,0
15480,116,1,657.25,2
15482,16,9,505.66,1
15483,161,4,225.26,2
15484,1,4,2160.7,1
15485,30,3,1103.44,3
15488,93,1,15.0,2
15489,23,3,798.0400000000001,3
15491,95,6,2325.7000000000003,3
15492,28,2,569.86,0
15493,33,5,1862.6100000000001,3
15494,21,2,1170.78,3
15497,18,2,90.0,0
15498,3,25,7281.26,1
15500,8,4,1131.56,1
15502,16,11,3129.32,1
15503,363,1,141.04,2
15504,81,1,52.83,2
15505,53,4,975.1,3
15506,23,3,811.28,3
15507,172,1,475.86,2
15508,189,6,910.27,3
15511,12,5,900.53,1
15512,156,2,121.0,2
15513,33,15,3506.04,1
15514,12,10,1800.31,1
15516,45,3,62.43,2
15517,233,1,267.03,2
15518,64,8,1921.55,3
15520,2,1,343.5,0
15521,40,7,2066.26,3
15522,33,2,358.15,0
15523,84,1,97.01,2
15525,2,3,734.37,0
15526,33,2,29.04,2
15527,19,8,1378.0800000000002,1
15528,254,1,130.77,2
15529,23,11,3713.3,1
15530,22,4,1396.81,3
15531,8,2,1836.74,0
15532,25,4,1564.73,3
15533,19,3,728.37,3
15535,173,4,502.9,3
15537,163,1,110.92,2
15539,7,1,417.26,0
15540,11,1,213.3,0
15541,114,1,85.13000000000001,2
15543,288,1,127.86,2
15544,9,9,3546.71,1
15545,54,2,288.96999999999997,0
15547,7,14,4471.6,1
15549,77,3,1293.95,3
15550,4,4,536.03,0
15551,37,1,355.7,0
15552,217,1,90.12,2
15553,60,1,428.93,2
15554,278,1,217.2,2
15555,12,16,4505.06,1
15556,24,1,229.76999999999998,0
15557,29,1,297.71000000000004,0
15561,12,4,365.19,0
15563,22,4,1209.64,3
15565,50,2,173.16000000000003,0
15567,19,1,86.17,0
15568,3,3,658.69,0
15569,132,2,71.91,2
15570,7,12,4024.62,1
15571,12,4,367.5,0
15572,5,7,1837.93,1
15573,32,2,591.1899999999999,0
15574,178,4,675.64,3
15576,38,1,507.53,0
15577,151,3,258.88,2
15578,162,1,87.5,2
15579,69,2,327.6,2
15581,156,10,627.28,3
15582,25,3,682.9100000000001,3
15584,24,4,675.86,3
15585,177,1,415.7,2
15587,50,2,61.2,2
15589,256,3,478.53,3
15592,47,1,328.58,0
15593,71,1,45.0,2
15594,16,5,1732.18,1
15596,101,5,1247.79,3
15597,35,1,324.57,0
15598,53,1,240.68,2
15599,27,2,761.74,3
15601,11,14,6317.04,1
15602,8,6,650.47,1
15603,79,1,48.480000000000004,2
15604,52,1,216.39000000000001,2
15605,36,5,1108.03,3
15606,61,9,879.28,3
15607,337,1,104.76,2
15608,28,4,986.4,3
15609,184,1,298.48,2
15610,52,1,112.46000000000001,2
15611,10,12,709.24,1
15612,36,2,105.9,0
15615,10,22,6089.64,1
15618,33,4,776.851,3
15620,57,3,1553.18,3
15621,4,2,61.85,0
15622,43,9,3325.11,1
15623,141,1,301.03000000000003,2
15624,117,4,588.13,3
15625,104,4,1047.18,3
15626,75,2,636.0,3
15628,5,9,2764.64,1
15630,45,2,982.55,3
15632,16,8,2285.41,1
15634,17,1,243.55,0
15636,90,2,427.06,3
15637,53,1,223.36,2
15639,134,1,345.72,2
15640,4,14,7310.03,1
15641,105,4,1705.0,3
15643,192,3,465.5,3
15644,166,4,803.54,3
15645,19,1,483.01,0
15646,158,3,447.64000000000004,3
15648,204,2,483.1,2
15651,37,3,403.38,3
15652,91,1,287.94,2
15653,116,1,48.0,2
15654,9,2,272.01,0
15655,243,1,560.6700000000001,2
15656,45,4,748.5,3
15657,23,1,30.0,0
15658,190,5,856.8000000000001,3
15659,44,1,256.95,0
15660,25,9,1379.06,1
15661,317,1,19.8,2
15663,106,1,138.14,2
15664,51,1,305.31,0
15665,168,2,2110.01,3
15667,40,1,136.56,0
15669,40,4,472.90000000000003,3
15670,297,1,173.05,2
15671,19,7,1166.07,1
15673,88,4,2172.87,3
15674,73,4,1901.0900000000001,3
15675,81,3,323.69,3
15676,19,3,3032.91,3
15677,49,1,573.08,0
15678,53,1,165.5,2
15679,24,4,781.28,3
15680,9,3,1226.28,3
15681,25,5,894.46,3
15683,117,1,152.95,2
15687,9,9,2862.9,1
15689,120,2,133.5,2
15690,4,2,192.96,0
15692,28,1,191.04,0
15694,8,10,526.6,1
15695,267,2,409.98,2
15696,33,8,2611.56,1
15699,18,1,309.65,0
15700,172,2,655.88,3
15701,2,4,1529.0,1
15703,265,1,104.4,2
15704,140,4,1448.78,3
15705,201,1,83.1,2
15706,65,3,902.16,3
15707,35,4,871.98,3
15708,41,7,2966.9500000000003,1
15709,284,1,133.25,2
15712,9,4,871.0,0
15713,143,2,303.6,2
15714,12,2,288.43,0
15716,146,4,849.59,3
15717,234,1,150.3,2
15719,33,13,4991.07,1
15720,24,1,536.33,0
15721,12,1,400.6,0
15722,36,4,900.3100000000001,3
15723,365,1,190.70000000000002,2
15724,201,2,218.25,2
15725,15,1,415.25,0
15727,17,7,4043.96,1
15729,213,1,85.0,2
15730,66,3,1120.88,3
15732,212,2,216.12,2
15733,283,1,162.3,2
15734,115,2,357.6,2
15737,15,8,1146.52,1
15738,19,16,2514.43,1
15739,66,1,77.6,2
15740,49,1,154.88,2
15743,16,4,775.96,3
15744,78,1,34.8,2
15745,19,4,995.59,3
15746,134,1,196.88,2
15747,13,3,737.84,0
15748,40,1,144.36,0
15750,3,8,2422.25,1
15752,40,7,2576.2,1
15754,51,3,458.57,3
15755,10,6,2364.25,1
15756,61,4,528.01,3
15757,66,2,714.42,3
15758,25,1,205.25,0
15759,297,2,77.24000000000001,2
15762,65,2,583.75,3
15763,32,2,1007.02,3
15764,88,6,2870.58,3
15766,64,1,131.46,2
15768,116,3,371.83,3
15773,6,1,147.52,0
15774,69,1,270.8,2
15775,245,1,104.9,2
15776,133,1,241.62,2
15777,241,2,227.36,2
15780,184,3,475.28000000000003,3
15781,25,3,345.46000000000004,0
15782,10,3,543.4200000000001,0
15783,11,1,246.3,0
15785,33,5,931.87,3
15786,46,3,4442.6,3
15787,26,3,933.26,3
15789,358,1,351.3,2
15790,10,1,218.75,0
15791,44,2,1308.04,3
15793,15,1,16.65,0
15795,150,1,610.01,2
15796,1,8,2294.1600000000003,1
15797,319,1,15.0,2
15799,76,3,793.54,3
15800,107,2,696.89,3
15801,46,3,1024.3500000000001,3
15803,51,1,75.9,2
15804,1,13,3956.39,1
15805,23,16,4745.9800000000005,1
15806,46,3,412.98,3
15807,50,3,735.4,3
15808,306,4,2342.77,3
15809,36,5,515.77,3
15810,79,4,1391.98,3
15811,22,6,2170.92,1
15812,107,3,346.58,3
15813,208,2,482.51,2
15814,17,4,995.9300000000001,3
15815,64,4,416.82,3
15819,49,4,1854.45,3
15820,320,1,116.98,2
15821,44,2,570.96,3
15822,3,2,521.52,0
15823,372,1,15.0,2
15825,172,1,185.34,2
15826,56,3,1185.35,3
15827,73,14,1836.09,1
15829,99,2,636.14,3
15830,38,1,576.0,0
15831,58,3,534.09,3
15832,254,1,836.79,2
15834,70,3,1833.35,3
15835,44,4,818.59,3
15836,50,1,137.37,2
15837,65,1,391.98,2
15838,25,6,384.12,3
15839,33,3,1003.94,3
15840,59,2,355.56,0
15841,73,4,622.36,3
15843,304,1,118.95,2
15844,46,1,130.73999999999998,2
15845,18,8,2365.35,1
15847,38,2,328.79,0
15850,19,2,234.88,0
15852,197,1,103.21000000000001,2
15853,52,1,110.8,2
15854,4,11,1057.82,1
15855,137,5,672.64,3
15856,4,26,5704.52,1
15857,19,1,174.6,0
15858,16,5,1224.65,3
15860,41,8,965.16,3
15861,12,7,2941.12,1
15862,8,4,792.32,0
15863,26,2,68.84,0
15864,67,3,91.4,2
15865,41,3,612.13,3
15866,101,1,211.89,2
15867,5,15,3706.94,1
15869,277,2,149.64,2
15870,33,1,351.44,0
15872,15,2,316.25,0
15874,64,7,1053.25,3
15877,2,2,448.33,0
15880,369,1,329.03,2
15881,312,4,161.34,2
15882,199,3,213.0,2
15883,2,2,396.48,0
15885,93,3,328.35,3
15886,60,1,123.09,2
15888,81,1,91.81,2
15889,157,2,420.07,2
15891,227,1,511.68,2
15894,253,2,184.0,2
15895,150,1,42.01,2
15897,194,2,98.09,2
15898,1,5,719.56,1
15899,369,1,56.25,2
15900,24,1,337.28000000000003,0
15901,17,3,351.73,0
15903,26,4,507.96000000000004,3
15904,8,1,164.68,0
15906,20,7,1389.49,1
15907,4,3,882.72,0
15909,174,1,69.54,2
15910,1,8,1228.88,1
15912,178,2,264.62,2
15916,16,7,1370.4,1
15917,248,1,123.1,2
15918,191,2,334.23,2
15919,20,2,525.69,0
15920,154,4,167.5,2
15921,173,1,192.41,2
15922,373,1,208.4,2
15923,373,1,127.08,2
15925,194,1,207.15,2
15930,67,1,426.63,2
15932,4,8,1474.19,1
15933,21,3,1062.46,3
15935,239,1,108.03999999999999,2
15937,64,1,145.35000000000002,2
15938,112,5,254.58,3
15939,90,13,553.28,3
15940,311,1,35.8,2
15942,134,1,252.84,2
15944,277,1,68.9,2
15945,365,1,13.6,2
15947,83,1,485.04,2
15948,8,2,955.24,0
15949,17,2,364.72,0
15950,32,4,1380.46,3
15951,9,2,708.22,0
15952,34,4,781.91,3
15953,15,8,989.12,1
15955,24,14,2976.21,1
15957,32,1,378.49,0
15958,74,1,60.9,2
15963,20,2,431.16,0
15965,17,4,749.87,3
15967,23,2,397.68,0
15969,3,3,423.5,0
15970,304,1,114.9,2
15971,67,6,148.25,3
15973,367,1,34.4,2
15974,39,7,2795.59,1
15975,84,1,371.01,2
15976,165,2,427.64,2
15977,17,2,770.33,0
15978,77,1,807.94,3
15980,89,2,375.24,2
15981,25,7,1289.28,1
15983,22,4,1051.24,3
15984,3,9,1806.6100000000001,1
15985,123,2,645.38,3
15986,30,1,168.12,0
15987,12,6,597.63,1
15988,19,1,156.78,0
15990,44,2,651.91,3
15992,4,1,41.989999999999995,0
15993,9,7,2777.67,1
15994,55,1,271.75,2
15996,88,6,1032.58,3
15998,37,5,3032.52,3
16003,30,5,1456.17,3
16005,12,4,578.71,0
16006,211,1,101.4,2
16007,48,4,1693.81,3
16008,24,3,478.78,0
16009,32,3,790.5500000000001,3
16010,246,3,392.4,2
16011,8,16,2914.56,1
16012,35,3,789.74,3
16013,8,6,904.1,1
16014,38,3,646.83,3
16015,4,3,619.23,0
16016,3,8,1465.51,1
16017,47,1,211.88,2
16018,39,2,313.98,0
16019,47,9,2213.94,1
16020,17,3,749.01,3
16022,260,1,560.13,2
16023,46,3,719.81,3
16024,12,1,251.03,0
16025,30,1,439.65999999999997,0
16026,43,1,236.09,0
16027,137,3,138.9,2
16029,81,6,244.8,3
16030,310,1,331.24,2
16031,92,2,507.95,3
16033,6,20,8207.16,1
16034,196,3,366.3,2
16036,87,2,645.88,3
16037,270,3,669.32,3
16038,8,3,471.78,0
16040,65,3,1137.29,3
16042,22,5,1177.47,3
16043,38,4,648.59,3
16045,120,4,1256.7,3
16048,373,2,54.839999999999996,2
16049,40,3,1074.81,3
16050,174,1,137.9,2
16052,54,1,321.5,2
16053,33,2,1252.75,3
16054,145,1,783.9,2
16055,221,1,134.8,2
16056,45,1,609.95,0
16057,16,7,2223.52,1
16059,66,6,1453.16,3
16062,10,4,693.72,0
16063,260,1,335.32,2
16065,365,1,326.34,2
16066,17,5,934.36,3
16070,22,2,419.79,0
16071,45,1,326.24,0
16072,288,1,326.96999999999997,2
16076,3,9,1627.29,1
16079,17,3,159.14,0
16080,82,2,135.0,2
16081,56,5,2530.26,3
16083,101,2,353.18,2
16084,299,1,390.28,2
16085,23,5,981.51,3
16086,59,5,638.03,3
16091,155,2,315.06,2
16092,115,3,817.86,3
16093,107,1,17.0,2
16094,12,4,942.43,3
16096,264,1,116.82000000000001,2
16097,240,1,185.04999999999998,2
16098,88,7,778.19,3
16099,50,3,607.1,3
16101,71,1,1290.7,3
16102,42,3,896.54,3
16103,7,6,754.14,1
16104,62,1,247.36,2
16105,249,1,165.6,2
16106,66,1,108.38,2
16107,29,4,195.3,0
16108,85,1,842.5,3
16109,219,1,236.4,2
16110,45,3,1320.95,3
16112,143,4,143.9,2
16113,183,1,161.38,2
16114,171,1,135.75000000000003,2
16115,10,8,1660.8799999999999,1
16116,212,1,533.1800000000001,2
16117,190,1,232.21,2
16119,8,2,317.16,0
16120,59,2,314.56,0
16121,57,2,854.66,3
16122,73,4,559.62,3
16123,52,1,268.18,2
16124,317,1,249.0,2
16125,367,1,244.35000000000002,2
16126,29,4,1013.35,3
16127,39,1,609.45,0
16128,18,5,1508.22,1
16131,52,5,734.86,3
16133,4,30,3508.19,1
16134,22,2,618.09,0
16135,263,1,342.35,2
16136,60,3,620.08,3
16139,19,3,546.3100000000001,0
16140,66,2,501.74,3
16141,88,1,578.8000000000001,2
16142,250,1,494.54,2
16143,3,6,1946.52,1
16145,9,11,3357.9900000000002,1
16146,204,2,446.73,2
16147,134,1,375.0,2
16149,5,2,280.52,0
16150,43,5,1934.02,3
16152,269,1,250.7,2
16153,50,5,1572.59,3
16156,9,9,2215.9900000000002,1
16157,16,3,310.55,0
16159,282,1,303.2,2
16160,65,2,162.72,2
16161,2,19,5238.22,1
16162,252,1,37.4,2
16163,365,1,50.1,2
16164,17,3,528.6,0
16168,11,20,1528.3700000000001,1
16169,8,4,1404.99,1
16170,51,6,1757.5,3
16171,59,1,73.19999999999999,2
16172,95,5,981.81,3
16173,16,6,1334.17,1
16174,126,2,337.15,2
16175,94,4,1037.5900000000001,3
16177,50,1,250.54999999999998,2
16178,138,1,150.1,2
16179,61,1,174.13,2
16180,100,8,1967.68,3
16181,73,1,163.94,2
16182,72,1,102.65,2
16183,67,1,255.31,2
16184,64,6,791.46,3
16185,17,2,529.41,0
16186,23,12,3498.04,1
16187,32,15,4415.1,1
16188,45,4,942.26,3
16189,16,2,155.48,0
16190,40,1,125.23,0
16191,3,11,1443.5,1
16193,237,1,314.45,2
16198,75,1,319.281,2
16200,4,2,1068.8700000000001,0
16201,3,4,1809.39,1
16202,361,1,301.67,2
16203,59,4,592.9,3
16204,23,1,384.18,0
16205,31,4,577.63,3
16206,55,4,466.26,3
16207,25,1,252.58,0
16208,45,2,624.46,3
16209,89,5,684.38,3
16210,2,16,1613.24,1
16211,89,1,332.22,2
16212,19,2,690.34,0
16213,79,1,82.5,2
16214,171,3,822.1500000000001,3
16215,81,1,242.35,2
16216,267,1,560.63,2
16217,235,2,238.85000000000002,2
16218,30,5,1082.18,3
16221,37,3,809.86,3
16222,318,1,773.55,2
16224,57,4,1254.5,3
16225,45,5,1007.22,3
16226,203,3,124.32000000000001,2
16227,225,1,64.02000000000001,2
16229,87,2,672.1,3
16230,190,2,542.03,2
16232,44,4,503.83,3
16233,71,2,389.28000000000003,3
16235,41,5,784.41,3
16236,78,1,382.40000000000003,2
16239,57,2,284.0,0
16240,24,2,2011.34,3
16241,10,13,2590.31,1
16242,8,7,3243.16,1
16243,34,2,324.1,0
16244,212,2,1522.75,3
16245,24,3,1413.66,3
16247,170,1,114.56,2
16248,62,1,152.94,2
16249,53,5,951.2900000000001,3
16250,261,2,389.44,2
16253,67,2,1601.92,3
16255,17,8,2498.95,1
16256,267,1,58.95,2
16257,177,1,46.95,2
16258,45,4,1789.8500000000001,3
16260,51,1,175.75,2
16261,17,4,728.54,3
16265,9,9,4256.5,1
16266,74,7,811.89,3
16268,71,2,577.7,3
16270,353,1,783.94,2
16271,3,5,1196.64,1
16272,117,1,411.7,2
16274,373,1,351.75,2
16275,197,1,519.07,2
16276,177,1,75.0,2
16278,100,1,346.38,2
16279,21,3,1457.78,3
16281,72,1,82.5,2
16282,340,1,168.3,2
16283,6,5,1525.81,1
16284,31,2,773.08,3
16287,170,1,142.5,2
16292,122,1,302.25,2
16293,22,10,2005.79,1
16295,10,4,1288.75,1
16297,269,1,301.9,2
16298,23,3,405.1,0
16302,127,1,182.22,2
16303,26,3,2838.02,3
16305,139,1,361.22,2
16306,214,6,538.37,3
16309,106,2,563.77,3
16311,18,2,616.26,0
16313,3,2,274.15000000000003,0
16315,331,1,226.37,2
16316,64,8,2140.41,3
16317,120,3,1096.93,3
16318,35,1,288.55,0
16320,172,2,993.46,3
16321,72,5,188.25,3
16322,1,2,326.75,0
16324,128,3,408.59000000000003,3
16325,47,3,302.34000000000003,3
16326,6,14,2848.12,1
16327,14,6,3322.32,1
16330,18,3,139.41,0
16332,28,7,1477.2,1
16337,37,1,151.05,0
16338,157,1,120.3,2
16339,284,1,94.05,2
16340,107,1,534.31,2
16341,25,4,1024.75,3
16342,75,4,240.01000000000002,3
16343,16,2,328.58,0
16344,158,1,35.7,2
16345,44,1,465.46,0
16347,11,2,738.4,0
16348,32,7,1365.65,3
16349,291,1,53.5,2
16350,21,4,1037.27,3
16351,333,1,153.9,2
16352,18,2,494.44,0
16353,18,10,1050.66,1
16354,63,2,395.8,3
16356,198,3,211.77,2
16357,33,3,619.28,3
16358,1,4,1554.46,1
16359,7,8,731.96,1
16360,5,6,3450.41,1
16361,10,4,891.21,3
16362,32,5,620.47,3
16363,53,1,109.36000000000001,2
16364,12,2,626.1899999999999,0
16365,18,8,332.01,3
16366,19,1,327.3,0
16367,37,2,800.67,3
16368,2,2,379.11,0
16369,18,3,1362.86,3
16370,82,4,1301.91,3
16372,33,2,355.73,0
16374,66,2,466.73,3
16376,9,2,822.86,0
16377,267,1,55.2,2
16378,247,3,309.85,2
16379,4,4,1794.2,1
16380,61,1,304.67,2
16383,75,2,602.96,3
16384,90,2,538.6,3
16385,60,3,472.76,3
16386,29,2,302.57,0
16387,323,1,53.8,2
16389,53,4,352.61,3
16392,270,1,217.89000000000001,2
16393,2,13,2772.81,1
16394,57,5,1059.56,3
16395,61,5,1359.66,3
16398,154,2,1341.15,3
16399,19,2,408.02,0
16400,95,1,303.93,2
16401,1,11,2380.82,1
16402,265,2,241.25,2
16403,312,1,177.5,2
16404,70,1,403.25,2
16405,310,1,6.85,2
16406,19,1,154.35,0
16407,13,10,1824.08,1
16409,36,5,1982.66,3
16411,19,2,211.7,0
16412,54,1,135.99,2
16413,57,1,262.2,2
16414,22,2,126.25,0
16415,44,1,200.27,0
16416,27,3,791.3,3
16418,45,3,631.12,3
16419,113,6,651.23,3
16422,17,37,2090.9900000000002,1
16423,25,1,285.28,0
16424,191,1,93.0,2
16425,302,1,302.7,2
16426,2,10,1680.4,1
16427,263,2,187.96,2
16429,106,1,4.95,2
16430,57,1,71.35,2
16431,213,3,578.28,3
16432,64,1,143.4,2
16433,28,1,120.66,0
16434,29,7,1387.6,1
16438,6,5,798.35,1
16440,8,5,2864.07,1
16441,67,2,381.2,3
16442,2,3,609.3,0
16444,46,4,613.37,3
16445,34,1,230.51,0
16446,206,1,2.9,2
16447,136,1,255.91,2
16448,198,1,182.99,2
16449,198,2,707.69,3
16450,150,1,160.0,2
16451,88,1,217.17000000000002,2
16454,45,2,6.9,2
16455,64,7,1841.18,3
16456,99,5,600.88,3
16457,218,1,161.56,2
16458,3,18,3030.34,1
16460,28,3,763.53,3
16461,178,1,142.92,2
16462,186,2,68.0,2
16463,21,4,1377.4,3
16464,20,3,1298.66,3
16466,34,7,1410.3600000000001,3
16468,74,1,12.5,2
16469,24,4,625.42,3
16470,52,4,752.77,3
16471,275,1,223.95000000000002,2
16473,165,3,275.55,2
16474,7,7,1666.89,1
16475,144,3,417.70000000000005,3
16477,64,7,2494.46,3
16478,25,3,291.4,0
16479,10,2,300.83,0
16480,76,1,571.77,2
16482,16,1,220.62,0
16483,192,1,139.35,2
16484,174,2,404.3,2
16485,77,1,363.65,2
16488,33,3,358.9,0
16491,47,1,624.3,0
16493,80,4,988.03,3
16494,297,1,704.61,2
16495,3,3,607.46,0
16496,9,3,1440.72,3
16497,50,6,2419.33,3
16498,161,2,100.97,2
16499,360,2,365.45,2
16500,5,5,235.86,0
16503,107,4,1431.93,3
16504,25,1,465.88,0
16506,20,2,90.30000000000001,0
16509,297,1,287.20000000000005,2
16510,372,1,248.1,2
16511,22,3,871.53,3
16513,19,1,509.34000000000003,0
16515,52,5,1214.08,3
16516,30,1,101.69999999999999,0
16517,277,1,162.70000000000002,2
16518,61,2,424.32,3
16519,25,2,164.08,0
16520,186,3,1006.77,3
16523,2,18,3718.12,1
16525,2,19,844.49,1
16526,172,1,218.96,2
16527,81,1,228.06,2
16528,4,1,244.41,0
16529,190,1,411.0,2
16531,22,7,1244.59,1
16533,19,3,1037.81,3
16535,5,1,416.75,0
16536,110,1,468.52,2
16539,3,4,633.11,0
16542,54,1,66.52000000000001,2
16545,165,1,25.200000000000003,2
16546,291,2,360.65,2
16549,10,10,3973.7,1
16550,109,5,2298.97,3
16551,96,3,455.18,3
16552,243,2,287.93,2
16553,205,4,682.9,3
16554,42,3,797.5,3
16555,35,2,285.89,0
16556,67,7,3093.59,3
16557,24,2,145.05,0
16558,1,20,7100.24,1
16560,27,2,762.21,3
16561,6,2,511.12,0
16563,54,1,243.5,2
16565,364,1,35.7,2
16566,15,5,213.78,0
16567,194,2,637.96,3
16569,3,1,31.5,0
16570,15,10,2145.16,1
16571,27,3,1340.09,3
16572,127,3,1009.6,3
16573,85,2,663.61,3
16574,71,1,451.44,2
16581,183,1,105.84,2
16582,113,1,50.099999999999994,2
16583,374,1,233.45,2
16584,80,2,410.18,3
16586,249,1,48.75,2
16587,232,1,225.15,2
16589,71,3,459.24,3
16591,69,1,107.30000000000001,2
16592,4,16,3515.84,1
16593,51,2,260.43,0
16594,75,1,181.09,2
16595,61,1,360.16,2
16596,16,2,170.75,0
16597,4,1,90.04,0
16598,286,1,145.05,2
16600,4,6,813.52,1
16601,41,1,242.7,0
16602,36,1,449.12,0
16603,75,2,482.47,3
16607,18,13,2325.46,1
16609,15,7,4706.13,1
16610,219,1,75.66,2
16611,186,1,129.49,2
16612,33,4,1136.66,3
16613,70,1,618.59,2
16614,183,1,438.69,2
16616,15,2,380.92,0
16617,236,1,38.75,2
16618,31,5,1681.15,3
16619,264,1,226.21,2
16620,4,2,178.96,0
16621,52,4,369.91,3
16623,246,1,64.05000000000001,2
16624,81,2,467.45,3
16625,275,1,333.08,2
16626,1,16,2675.58,1
16627,79,1,322.8,2
16628,30,5,1811.55,3
16629,74,2,408.63,3
16633,17,6,2592.25,1
16634,372,1,164.8,2
16637,32,4,1036.67,3
16638,23,10,1337.56,1
